issue,key,parent_key,average_to_do_workdays,average_acknowledged_workdays,average_wip_workdays,average_on_hold_team_internal_workdays,average_on_hold_customers_workdays,average_verified_workdays,average_resolved_workdays,workdays_in_current_status,status,sw_resolution__breached,software_defect_resolution_sla_breached,average_resolution_workdays,priority,severity,components,linked_issues_count,resolution,created_by,customer,realm,impacted_environment,found_in,type,defect_category,software_defect_fix_sla_start_date,software_defect_fix_sla_target_date,software_defect_fix_sla_end_date,software_defect_resolution_sla_start_date,software_defect_resolution_sla_target_date,software_defect_resolution_sla_end_date,product_deliverable,core_product,parent_product,feature_attribute,created_date,resolution_date,due_date,software_defect_acknowledgement_sla_breached,software_defect_acknowledgement_sla_start_date,software_defect_acknowledgement_sla_end_date,software_defect_acknowledgement_sla_target_date,external_id,reopen_count,resolution_quality,created_year_month,resolved_year_month
ISSUE-1551,KEY-1551,,0.2596,0.897,14.8308,8.0668,5.6467,0,0,8.268832106481481,Resolved,1,Breached,29.7,P1 - High,S1 - Critical,COMP-50,3,Fixed by Software Development,External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,6/2/25 12:01,6/30/25 11:41,6/27/25 8:27,5/16/25 15:37,6/26/25 6:46,2025-06-27T08:27:03.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-05-16T15:37:48.000,6/27/25 8:27,,Breached,5/16/25 15:37,6/2/25 12:01,5/29/25 7:09,EXTERNAL-ID-1,0,Positively Resolved,2025-05,2025-06
ISSUE-1558,KEY-1558,,0,0,0,0,0,0,0,6.024977951388889,Resolved,0,Breached,0,P1 - High,S2 - Major,COMP-19,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-7,5/16/25 19:36,5/27/25 19:29,7/1/25 14:18,5/16/25 19:36,5/30/25 19:36,2025-07-01T14:18:12.000,PROD-DELIVERABLE-22,CORE-PROD-74,PARENT-PROD-26,FEATURE-28,2025-05-16T19:36:40.000,7/1/25 14:18,,Not breached,5/16/25 19:36,5/16/25 19:36,5/23/25 19:36,EXTERNAL-ID-1,1,Positively Resolved,2025-05,2025-07
ISSUE-1562,KEY-1562,OCMAM-601,3.4612,0,0,0,0,0,0,34.17511684027778,Waiting for Information -External,0,Not breached,0,P1 - High,S0 - ShowStopper,COMP-94,1,(unresolved),External Customer,CUST-144,REALM--55,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/16/25 23:37,,,5/16/25 23:37,7/18/25 3:41,,PROD-DELIVERABLE-1,CORE-PROD-57,PARENT-PROD-17,FEATURE-2,2025-05-16T23:37:53.000,,,Breached,5/16/25 23:37,,7/8/25 3:41,EXTERNAL-ID-814,0,Unresolved,2025-05,NaT
ISSUE-1564,KEY-1564,,0.3434,0.173,0,10.8686,0,0,0.0002,26.019260358796295,Closed,1,Breached,11.38,P1 - High,S2 - Major,COMP-73,0,Invalid,External Customer,CUST-51,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/19/25 13:26,5/28/25 13:19,6/3/25 14:26,5/19/25 5:11,6/2/25 5:11,2025-06-03T14:26:13.000,PROD-DELIVERABLE-1,CORE-PROD-100,PARENT-PROD-53,FEATURE-2,2025-05-19T05:11:49.000,6/3/25 14:26,,Not breached,5/19/25 5:11,5/19/25 13:26,5/26/25 5:11,EXTERNAL-ID-1,0,Negatively Resolved,2025-05,2025-06
ISSUE-1596,KEY-1596,,0,0,0,0.543,0,0,0,1.042778888888889,Resolved,0,Breached,0,P1 - High,S1 - Critical,COMP-89,2,Fixed by Software Development,External Customer,CUST-36,REALM--23,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-8,5/20/25 12:15,,,5/20/25 12:15,6/5/25 7:20,2025-07-08T13:52:34.000,PROD-DELIVERABLE-16,CORE-PROD-7,PARENT-PROD-35,FEATURE-2,2025-05-20T12:15:51.000,7/8/25 13:52,7/25/25,Breached,5/20/25 12:15,7/8/25 13:52,5/27/25 7:20,EXTERNAL-ID-383,0,Positively Resolved,2025-05,2025-07
ISSUE-1603,KEY-1603,,0.0392,3.6655,16.289,0,0,6.93,0,8.267570555555556,Resolved,1,Breached,26.92,P1 - High,S1 - Critical,COMP-90,0,Fixed by Software Development,External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-3,5/21/25 11:15,5/30/25 11:08,6/27/25 8:28,5/21/25 10:18,6/4/25 10:18,2025-06-18T10:09:40.000,PROD-DELIVERABLE-7,CORE-PROD-52,PARENT-PROD-21,FEATURE-92,2025-05-21T10:18:50.000,6/27/25 8:28,6/27/25,Not breached,5/21/25 10:18,5/21/25 11:15,5/26/25 10:18,EXTERNAL-ID-834,0,Positively Resolved,2025-05,2025-06
ISSUE-1604,KEY-1604,,0.8703,1.1535,1.9256,0,0,0,0,31.161054351851853,Resolved,0,Not breached,3.95,P1 - High,S1 - Critical,COMP-78,1,Fixed by Software Development,External Customer,CUST-113,REALM--45,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,5/22/25 9:08,6/2/25 9:01,5/27/25 11:02,5/21/25 12:15,6/4/25 12:15,2025-05-27T11:02:15.000,PROD-DELIVERABLE-1,CORE-PROD-82,PARENT-PROD-25,FEATURE-2,2025-05-21T12:15:08.000,5/27/25 11:02,,Not breached,5/21/25 12:15,5/22/25 9:08,5/26/25 12:15,EXTERNAL-ID-1,0,Positively Resolved,2025-05,2025-05
ISSUE-1611,KEY-1611,,0.0024,0.2494,0,0,0,0,0,33.1216562,In Test,0,Breached,0,P1 - High,S1 - Critical,COMP-44,0,(unresolved),External Customer,CUST-34,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/22/25 6:51,6/2/25 6:44,,5/22/25 6:47,6/5/25 6:47,,PROD-DELIVERABLE-11,CORE-PROD-74,PARENT-PROD-23,FEATURE-30,2025-05-22T06:47:52.000,,6/30/25,Not breached,5/22/25 6:47,5/22/25 6:51,5/27/25 6:47,EXTERNAL-ID-137,0,Unresolved,2025-05,NaT
ISSUE-1612,KEY-1612,,8.4925,2.2053,0.0831,0,0,0,0,12.164572881944444,Resolved,1,Breached,22.17,P1 - High,S1 - Critical,COMP-123,2,Fixed by Data Correction,External Customer,CUST-228,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-11,5/30/25 10:35,6/10/25 10:28,6/23/25 10:57,5/22/25 6:56,6/20/25 16:12,2025-06-23T10:57:11.000,PROD-DELIVERABLE-1,CORE-PROD-117,PARENT-PROD-38,FEATURE-66,2025-05-22T06:56:04.000,6/23/25 10:57,,Breached,5/22/25 6:56,6/23/25 10:57,5/27/25 6:56,EXTERNAL-ID-1,1,Positively Resolved,2025-05,2025-06
ISSUE-1613,KEY-1613,,0.0013,0,0,15.0774,0,0,0,19.252420104166667,Acknowledged,0,Breached,0,P1 - High,S1 - Critical,COMP-44,0,(unresolved),External Customer,CUST-34,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,6/12/25 8:50,6/23/25 8:43,,5/22/25 6:57,6/5/25 6:57,,PROD-DELIVERABLE-11,CORE-PROD-74,PARENT-PROD-23,FEATURE-30,2025-05-22T06:57:19.000,,,Breached,5/22/25 6:57,6/12/25 8:50,5/27/25 6:57,EXTERNAL-ID-45,0,Unresolved,2025-05,NaT
ISSUE-1623,KEY-1623,,2.2467,0,0,0,0,0,0,31.916933993055558,Blocked,0,Breached,0,P1 - High,S1 - Critical,COMP-44,1,(unresolved),External Customer,CUST-35,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/22/25 10:58,,,5/22/25 10:58,6/5/25 10:58,,PROD-DELIVERABLE-1,CORE-PROD-5,PARENT-PROD-12,FEATURE-108,2025-05-22T10:58:35.000,,,Breached,5/22/25 10:58,,5/27/25 10:58,EXTERNAL-ID-3,0,Unresolved,2025-05,NaT
ISSUE-1624,KEY-1624,,2.2366,0,0,0,0,0,0,31.917015011574073,Blocked,0,Breached,0,P1 - High,S1 - Critical,COMP-44,1,(unresolved),External Customer,CUST-35,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/22/25 11:12,,,5/22/25 11:12,6/5/25 11:12,,PROD-DELIVERABLE-1,CORE-PROD-5,PARENT-PROD-12,FEATURE-108,2025-05-22T11:12:58.000,,,Breached,5/22/25 11:12,,5/27/25 11:12,EXTERNAL-ID-321,0,Unresolved,2025-05,NaT
ISSUE-1635,KEY-1635,,0.0665,0.0436,0.0125,0.0351,0.0139,0.0012,0.0306,33.01172567,Closed,0,Not breached,0.2,P1 - High,S3 - Minor,COMP-50,0,Fixed by Process Enhancement,External Customer,CUST-195,REALM--1,ENV-7,Pre-Release Testing,Software Defect,DEFECT-CATEGORY-4,5/23/25 11:11,6/20/25 12:00,5/23/25 14:33,5/23/25 9:42,6/25/25 10:22,2025-05-23T14:31:54.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-05-23T09:42:53.000,5/23/25 14:33,5/19/25,Not breached,5/23/25 9:42,5/23/25 14:03,5/30/25 12:25,EXTERNAL-ID-1,2,Positively Resolved,2025-05,2025-05
ISSUE-1643,KEY-1643,,0.0051,0.8264,15.3348,0,3.8614,0.0105,0,12.96707289351852,Resolved,1,Breached,20.09,P1 - High,S2 - Major,COMP-109,1,Fixed by Software Development,External Customer,CUST-2,REALM--1,ENV-5,Pre-Release Testing,Software Defect,DEFECT-CATEGORY-6,5/23/25 13:38,6/9/25 10:13,6/20/25 15:41,5/23/25 13:33,6/12/25 11:26,2025-06-20T15:26:30.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-05-23T13:33:59.000,6/20/25 15:41,6/20/25,Not breached,5/23/25 13:33,6/5/25 14:06,6/12/25 13:58,EXTERNAL-ID-1,1,Positively Resolved,2025-05,2025-06
ISSUE-1648,KEY-1648,,0.7002,0.0001,4.9855,0.9155,3.843,0,0.0001,22.17658678240741,Closed,0,Not breached,10.44,P1 - High,S2 - Major,COMP-73,0,Outdated/No Feedback,External Customer,CUST-261,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/27/25 14:46,6/11/25 10:53,6/9/25 10:39,5/24/25 0:47,6/12/25 21:01,2025-06-09T10:39:41.000,PROD-DELIVERABLE-1,CORE-PROD-100,PARENT-PROD-53,FEATURE-2,2025-05-24T00:47:41.000,6/9/25 10:39,,Not breached,5/24/25 0:47,5/27/25 14:46,5/31/25 0:47,EXTERNAL-ID-1,0,Negatively Resolved,2025-05,2025-06
ISSUE-1657,KEY-1657,,6.2437,1.2196,0,0.5605,0.0027,0,0,23.01355438657407,In Progress,0,Breached,0,P1 - High,S1 - Critical,COMP-90,1,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/29/25 19:36,6/13/25 19:06,,5/27/25 13:18,6/10/25 13:22,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-92,2025-05-27T13:18:50.000,,7/25/25,Breached,5/27/25 13:18,6/5/25 9:18,5/30/25 14:01,EXTERNAL-ID-846,0,Unresolved,2025-05,NaT
ISSUE-1666,KEY-1666,,0.0454,7.7767,0,2.0028,0,0,4.3173,15.936077534722223,Closed,0,Not breached,9.82,P1 - High,S1 - Critical,COMP-80,2,Fixed by Software Development,External Customer,CUST-179,REALM--104,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,5/28/25 14:06,6/6/25 13:59,6/11/25 8:49,5/28/25 13:01,6/11/25 13:01,2025-06-11T08:49:17.000,PROD-DELIVERABLE-1,CORE-PROD-82,PARENT-PROD-25,FEATURE-71,2025-05-28T13:01:23.000,6/11/25 8:49,,Not breached,5/28/25 13:01,5/28/25 14:06,6/2/25 13:01,EXTERNAL-ID-1,0,Positively Resolved,2025-05,2025-06
ISSUE-1693,KEY-1693,,1.9025,4.8845,0,4.012,0,0,0,15.19809142361111,Resolved,0,Not breached,10.8,P1 - High,S1 - Critical,COMP-50,2,Invalid,External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,6/5/25 14:36,7/3/25 14:16,6/18/25 10:08,6/3/25 14:58,7/4/25 14:35,2025-06-18T10:08:55.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-06-03T14:58:21.000,6/18/25 10:08,,Not breached,6/3/25 14:58,6/5/25 14:36,6/6/25 14:58,EXTERNAL-ID-1,0,Negatively Resolved,2025-06,2025-06
ISSUE-1697,KEY-1697,,0.0429,0.0016,0,0,0.7876,0,0,0.2711585648148148,Waiting For Information -Internal,0,Breached,0,P1 - High,S1 - Critical,COMP-143,1,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-11,6/3/25 20:09,6/13/25 13:56,,6/3/25 19:07,6/18/25 13:02,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-34,2025-06-03T19:07:50.000,,,Not breached,6/3/25 19:07,6/3/25 20:09,6/6/25 19:07,EXTERNAL-ID-863,0,Unresolved,2025-06,NaT
ISSUE-1701,KEY-1701,,1.0003,5.9919,0,0,0,0,0,18.196876157407406,Waiting For Information -Internal,0,Breached,0,P1 - High,S1 - Critical,COMP-30,1,(unresolved),External Customer,CUST-218,REALM--70,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,6/5/25 10:22,6/16/25 10:15,,6/4/25 10:21,6/18/25 10:21,,PROD-DELIVERABLE-1,CORE-PROD-28,PARENT-PROD-38,FEATURE-2,2025-06-04T10:21:51.000,,,Not breached,6/4/25 10:21,6/5/25 10:22,6/9/25 10:21,EXTERNAL-ID-860,0,Unresolved,2025-06,NaT
ISSUE-1711,KEY-1711,,0.9346,0,0,0,0,0,0,23.29970023148148,Acknowledged,0,Breached,0,P1 - High,S3 - Minor,COMP-122,0,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,6/6/25 7:42,6/17/25 7:35,,6/5/25 9:16,6/19/25 9:16,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-34,2025-06-05T09:16:50.000,,,Not breached,6/5/25 9:16,6/6/25 7:42,6/12/25 9:16,EXTERNAL-ID-868,0,Unresolved,2025-06,NaT
ISSUE-1719,KEY-1719,,2.0631,1.2389,0,0,0,9.809,0,0.32186458333333334,Resolved,0,Breached,0,P1 - High,S1 - Critical,COMP-5,1,Fixed by Data Correction,External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-11,6/10/25 6:30,7/4/25 11:49,7/9/25 7:10,6/6/25 4:59,7/7/25 10:25,2025-07-09T07:10:41.000,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-72,2025-06-06T04:59:43.000,7/9/25 7:10,,Not breached,6/6/25 4:59,6/10/25 6:30,6/11/25 4:59,EXTERNAL-ID-1,0,Positively Resolved,2025-06,2025-07
ISSUE-1722,KEY-1722,,0.4462,0.0005,0,0,4.817,0,0,17.202200243055554,Resolved,0,Not breached,5.26,P1 - High,S2 - Major,COMP-51,1,Fixed by Software Development,External Customer,CUST-188,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,6/9/25 14:25,6/25/25 9:55,6/16/25 10:03,6/9/25 3:43,6/27/25 23:19,2025-06-16T10:03:00.000,PROD-DELIVERABLE-1,CORE-PROD-95,PARENT-PROD-31,FEATURE-2,2025-06-09T03:43:20.000,6/16/25 10:03,,Not breached,6/9/25 3:43,6/9/25 14:25,6/16/25 3:43,EXTERNAL-ID-1,0,Positively Resolved,2025-06,2025-06
ISSUE-1730,KEY-1730,,0,0,0,0.0794,4.0963,0,0,2.066945613425926,In Test,0,Not breached,0,P1 - High,S0 - ShowStopper,COMP-50,1,(unresolved),External Customer,CUST-226,REALM--1,ENV-15,Software Integration Testing,Software Defect,DEFECT-CATEGORY-6,6/11/25 11:53,7/22/25 11:40,,6/10/25 13:38,7/24/25 13:21,,PROD-DELIVERABLE-1,CORE-PROD-63,PARENT-PROD-29,FEATURE-2,2025-06-10T13:38:26.000,,,Not breached,6/10/25 13:38,7/7/25 13:17,7/8/25 15:01,EXTERNAL-ID-1,2,Unresolved,2025-06,NaT
ISSUE-1754,KEY-1754,,0.0334,8.2584,0,0,0,0,0,9.868299780092592,Resolved,0,Not breached,8.29,P1 - High,S1 - Critical,COMP-50,2,Invalid,External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-4,6/13/25 11:51,7/11/25 11:31,6/25/25 18:03,6/13/25 11:03,7/16/25 10:40,2025-06-25T18:03:49.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-06-13T11:03:44.000,6/25/25 18:03,,Not breached,6/13/25 11:03,6/13/25 11:51,6/18/25 11:03,EXTERNAL-ID-1,0,Negatively Resolved,2025-06,2025-06
ISSUE-1755,KEY-1755,,0.2103,1.7255,1.0448,0,0,0,0,15.131609965277779,Resolved,0,Not breached,2.98,P1 - High,S0 - ShowStopper,COMP-81,2,Fixed by Software Development,External Customer,CUST-179,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,6/13/25 17:15,6/24/25 17:08,6/18/25 11:44,6/13/25 12:12,6/27/25 12:12,2025-06-18T11:44:39.000,PROD-DELIVERABLE-1,CORE-PROD-82,PARENT-PROD-25,FEATURE-2,2025-06-13T12:12:31.000,6/18/25 11:44,,Not breached,6/13/25 12:12,6/13/25 17:15,6/17/25 12:12,EXTERNAL-ID-1,0,Positively Resolved,2025-06,2025-06
ISSUE-1794,KEY-1794,,3.0073,0.0001,1.5919,0,0,0,0,10.107975717592593,Waiting For Information -Internal,0,Breached,0,P1 - High,S1 - Critical,COMP-19,2,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,6/23/25 17:15,7/2/25 17:08,,6/18/25 17:04,7/2/25 17:04,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-90,2025-06-18T17:04:53.000,,,Breached,6/18/25 17:04,6/23/25 17:15,6/23/25 17:04,EXTERNAL-ID-887,0,Unresolved,2025-06,NaT
ISSUE-1795,KEY-1795,,3.0055,0.0001,1.7858,0,0,0,0,1.0217604398148148,Closed,0,Not breached,4.79,P1 - High,S1 - Critical,COMP-19,1,Cannot Reproduce,External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,6/23/25 17:16,7/2/25 17:09,6/25/25 12:08,6/18/25 17:08,7/2/25 17:08,2025-06-25T12:08:20.000,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-90,2025-06-18T17:08:49.000,6/25/25 12:08,,Breached,6/18/25 17:08,6/23/25 17:16,6/23/25 17:08,EXTERNAL-ID-888,0,Negatively Resolved,2025-06,2025-06
ISSUE-1822,KEY-1822,,0,0,0,0,0,0,0,2.1071886805555557,Acknowledged,0,Breached,0,P1 - High,S1 - Critical,COMP-87,2,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,7/7/25 12:19,7/16/25 12:12,,6/23/25 11:09,7/7/25 11:09,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-94,2025-06-23T11:09:49.000,,7/18/25,Breached,6/23/25 11:09,7/7/25 12:19,6/26/25 11:09,EXTERNAL-ID-893,0,Unresolved,2025-06,NaT
ISSUE-1823,KEY-1823,,4.5279,0.2897,0,0,0,0,0,7.331239618055555,In Progress,0,Breached,0,P1 - High,S1 - Critical,COMP-122,0,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,6/28/25 16:09,7/9/25 0:53,,6/23/25 11:19,7/7/25 11:19,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-34,2025-06-23T11:19:49.000,,,Breached,6/23/25 11:19,6/28/25 16:09,6/26/25 11:19,EXTERNAL-ID-894,0,Unresolved,2025-06,NaT
ISSUE-1825,KEY-1825,,2.0519,0,0,0,0,0,0,1.9760428587962964,Acknowledged,0,Breached,0,P1 - High,S2 - Major,COMP-123,1,(unresolved),External Customer,CUST-110,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,6/25/25 15:42,7/4/25 15:35,,6/23/25 14:28,7/7/25 14:28,,PROD-DELIVERABLE-1,CORE-PROD-66,PARENT-PROD-48,FEATURE-3,2025-06-23T14:28:05.000,,,Not breached,6/23/25 14:28,6/25/25 15:42,6/30/25 14:28,EXTERNAL-ID-1,0,Unresolved,2025-06,NaT
ISSUE-1830,KEY-1830,,0.4448,0,0,0,0,0,0,11.405591469907407,Acknowledged,0,Breached,0,P1 - High,S1 - Critical,COMP-44,1,(unresolved),External Customer,CUST-34,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,6/24/25 5:10,7/3/25 5:03,,6/23/25 18:29,7/7/25 18:29,,PROD-DELIVERABLE-3,CORE-PROD-16,PARENT-PROD-26,FEATURE-37,2025-06-23T18:29:33.000,,,Not breached,6/23/25 18:29,6/24/25 5:10,6/26/25 18:29,EXTERNAL-ID-299,0,Unresolved,2025-06,NaT
ISSUE-1849,KEY-1849,,0.0086,0,0,0,0,0,0,9.960012766203704,Acknowledged,0,Not breached,0,P1 - High,S1 - Critical,COMP-71,1,(unresolved),External Customer,CUST-248,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,6/25/25 15:19,7/4/25 15:13,,6/25/25 15:08,7/9/25 15:08,,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-104,2025-06-25T15:08:22.000,,,Not breached,6/25/25 15:08,6/25/25 15:51,6/30/25 15:39,EXTERNAL-ID-316,0,Unresolved,2025-06,NaT
ISSUE-1853,KEY-1853,,0,0,0,0,0,0,0,1.8668183217592593,Waiting for Information -External,0,Not breached,0,P1 - High,S1 - Critical,COMP-90,0,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,7/2/25 16:29,7/15/25 13:03,,6/25/25 17:13,7/11/25 13:53,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-34,2025-06-25T17:13:49.000,,,Breached,6/25/25 17:13,7/2/25 16:29,6/30/25 17:13,EXTERNAL-ID-902,0,Unresolved,2025-06,NaT
ISSUE-1854,KEY-1854,,0.7442,1.8245,0,0,0,0,0,3.953010462962963,In Test,0,Not breached,0,P1 - High,S0 - ShowStopper,COMP-122,1,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,6/26/25 11:09,7/7/25 11:02,,6/25/25 17:17,7/9/25 17:17,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-34,2025-06-25T17:17:49.000,,,Not breached,6/25/25 17:17,6/26/25 11:09,6/27/25 17:17,EXTERNAL-ID-903,0,Unresolved,2025-06,NaT
ISSUE-1874,KEY-1874,,0.0152,0.0008,1.2323,0,0,0,0,6.975869259259259,Resolved,0,Not breached,1.25,P1 - High,S1 - Critical,COMP-90,0,Invalid,External Customer,CUST-36,REALM--1,ENV-7,Software Integration Testing,Software Defect,DEFECT-CATEGORY-1,6/27/25 9:53,7/8/25 9:46,6/30/25 15:28,6/27/25 9:31,7/11/25 9:31,2025-06-30T15:28:55.000,PROD-DELIVERABLE-1,CORE-PROD-53,PARENT-PROD-21,FEATURE-16,2025-06-27T09:31:13.000,6/30/25 15:28,,Not breached,6/27/25 9:31,6/27/25 9:53,7/2/25 9:31,EXTERNAL-ID-1,0,Negatively Resolved,2025-06,2025-06
ISSUE-1902,KEY-1902,,0,0,0,0,0,0,0,4.235603055555556,Closed,0,Not breached,0,P1 - High,S1 - Critical,COMP-150,3,Fixed by Data Correction,External Customer,CUST-165,REALM--108,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-9,7/1/25 10:37,7/10/25 10:30,7/3/25 7:33,6/30/25 10:32,7/15/25 5:34,2025-07-03T07:33:46.000,PROD-DELIVERABLE-1,CORE-PROD-100,PARENT-PROD-53,FEATURE-2,2025-06-30T10:32:42.000,7/3/25 7:33,,Not breached,6/30/25 10:32,7/1/25 10:37,7/4/25 5:34,EXTERNAL-ID-912,0,Positively Resolved,2025-06,2025-07
ISSUE-2300,KEY-2300,,31.0885,8.6355,0.2744,0,0,0,32.2943,188.93055677083333,Closed,1,Breached,67.51,P2 - Medium,S2 - Major,COMP-7,0,Fixed by Data Correction,External Customer,CUST-119,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-6,9/28/24 1:10,10/19/24 0:45,10/10/24 21:50,7/9/24 9:32,8/6/24 9:12,2024-10-10T21:50:09.000,PROD-DELIVERABLE-1,CORE-PROD-103,PARENT-PROD-9,FEATURE-20,2024-07-09T09:32:51.000,10/10/24 21:50,10/11/24,Breached,7/9/24 9:32,9/28/24 1:10,7/16/24 9:32,EXTERNAL-ID-1,1,Positively Resolved,2024-07,2024-10
ISSUE-62,KEY-62,,34.2782,0.4051,0.7253,0,0,0,0,223.5402905671296,Resolved,1,Breached,35.41,P2 - Medium,S3 - Minor,COMP-140,0,Duplicate,External Customer,CUST-135,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-8,8/28/24 22:48,9/18/24 22:33,8/30/24 1:56,7/11/24 16:07,8/8/24 15:47,2024-08-30T01:56:09.000,PROD-DELIVERABLE-1,CORE-PROD-133,PARENT-PROD-44,FEATURE-1,2024-07-11T16:07:45.000,8/30/24 1:56,,Breached,7/11/24 16:07,8/28/24 22:48,7/18/24 16:07,EXTERNAL-ID-1,0,Negatively Resolved,2024-07,2024-08
ISSUE-162,KEY-162,,0.9525,0,0,0,13.7628,0,0,243.4273507523148,Resolved,0,Not breached,14.72,P2 - Medium,S2 - Major,COMP-61,0,Outdated/No Feedback,External Customer,CUST-128,REALM--51,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,7/12/24 11:28,,,7/12/24 11:28,8/29/24 5:27,2024-08-02T04:38:47.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2024-07-12T11:28:45.000,8/2/24 4:38,,Not breached,7/12/24 11:28,8/2/24 4:38,8/8/24 5:47,EXTERNAL-ID-1,0,Negatively Resolved,2024-07,2024-08
ISSUE-233,KEY-233,,1.0682,0,0,8.2097,10.715,0,0,237.2300938078704,Resolved,0,Not breached,19.99,P2 - Medium,S3 - Minor,COMP-61,0,Outdated/No Feedback,External Customer,CUST-143,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,7/15/24 9:33,,,7/15/24 9:33,8/27/24 2:22,2024-08-12T09:22:50.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2024-07-15T09:33:03.000,8/12/24 9:22,,Breached,7/15/24 9:33,8/12/24 9:22,8/6/24 2:42,EXTERNAL-ID-1,0,Negatively Resolved,2024-07,2024-08
